20 0.249158 inf
21 0.082488 0.079580
22 0.039309 0.039790
23 0.023961 0.026527
24 0.016700 0.019895
25 0.012507 0.015916
26 0.009764 0.013263
27 0.007821 0.011369
28 0.006368 0.009947
29 0.005237 0.008842
30 0.004327 0.007958
31 0.003577 0.007235
32 0.002942 0.006632
33 0.002394 0.006122
34 0.001912 0.005684
35 0.001478 0.005305
36 0.001079 0.004974
37 0.000706 0.004681
38 0.000349 0.004421
39 0.000000 0.004188
