0 0 0.000000 0.000000 0.000000
0 1 0.000000 0.000000 0.000000
0 2 0.000000 0.000000 0.000000
0 3 0.000000 0.000000 0.000000
0 4 0.000000 0.000000 0.000000
0 5 0.000000 0.000000 0.000000
0 6 0.000000 0.000000 0.000000
0 7 0.000000 0.000000 0.000000
0 8 0.000000 0.000000 0.000000
0 9 0.000000 0.000000 0.000000
0 10 0.000000 0.000000 0.000000
0 11 0.000000 0.000000 0.000000
0 12 0.000000 0.000000 0.000000
0 13 0.000000 0.000000 0.000000
0 14 0.000000 0.000000 0.000000
0 15 0.000000 0.000000 0.000000
0 16 0.000000 0.000000 0.000000
0 17 0.000000 0.000000 0.000000
0 18 0.000000 0.000000 0.000000
0 19 0.000000 0.000000 0.000000
0 20 0.000000 0.000000 0.000000
0 21 0.000000 0.000000 0.000000
0 22 0.000000 0.000000 0.000000
0 23 0.000000 0.000000 0.000000
0 24 0.000000 0.000000 0.000000
0 25 0.000000 0.000000 0.000000
0 26 0.000000 0.000000 0.000000
0 27 0.000000 0.000000 0.000000
0 28 0.000000 0.000000 0.000000
0 29 0.000000 0.000000 0.000000
0 30 0.000000 0.000000 0.000000
0 31 0.000000 0.000000 0.000000
0 32 0.000000 0.000000 0.000000
0 33 0.000000 0.000000 0.000000
0 34 0.000000 0.000000 0.000000
0 35 0.000000 0.000000 0.000000
0 36 0.000000 0.000000 0.000000
0 37 0.000000 0.000000 0.000000
0 38 0.000000 0.000000 0.000000
0 39 0.000000 0.000000 0.000000
1 0 0.000000 0.000000 0.000000
1 1 -0.591708 0.022263 0.021859
1 2 -1.172558 0.044144 0.021230
1 3 -1.730517 0.065212 0.020110
1 4 -2.251309 0.084952 0.018402
1 5 -2.717631 0.102720 0.015988
1 6 -3.108960 0.117738 0.012765
1 7 -3.402361 0.129107 0.008683
1 8 -3.574737 0.135895 0.003809
1 9 -3.606671 0.137289 -0.001631
1 10 -3.487252 0.132806 -0.007244
1 11 -3.218093 0.122490 -0.012547
1 12 -2.814212 0.106961 -0.017099
1 13 -2.300870 0.087254 -0.020612
1 14 -1.708506 0.064589 -0.022980
1 15 -1.068185 0.040179 -0.024232
1 16 -0.408630 0.015123 -0.024484
1 17 0.245193 -0.009643 -0.023882
1 18 0.872463 -0.033344 -0.022579
1 19 1.456363 -0.055359 -0.020717
1 20 1.983754 -0.075205 -0.018427
1 21 2.444817 -0.092523 -0.015826
1 22 2.832719 -0.107063 -0.013021
1 23 3.143277 -0.118677 -0.010102
1 24 3.374629 -0.127300 -0.007152
1 25 3.526916 -0.132943 -0.004238
1 26 3.601979 -0.135680 -0.001420
1 27 3.603101 -0.135638 0.001253
1 28 3.534780 -0.132988 0.003739
1 29 3.402509 -0.127939 0.006007
1 30 3.212552 -0.120730 0.008031
1 31 2.971687 -0.111619 0.009799
1 32 2.686925 -0.100871 0.011305
1 33 2.365239 -0.088752 0.012557
1 34 2.013320 -0.075515 0.013568
1 35 1.637406 -0.061392 0.014357
1 36 1.243192 -0.046598 0.014943
1 37 0.835829 -0.031322 0.015346
1 38 0.419991 -0.015737 0.015581
1 39 0.000000 0.000000 0.007829
2 0 0.000000 0.000000 0.000000
2 1 -1.194256 0.022848 0.044144
2 2 -2.367974 0.045380 0.042949
2 3 -3.498157 0.067232 0.040808
2 4 -4.557028 0.087935 0.037508
2 5 -5.510179 0.106866 0.032786
2 6 -6.315755 0.123207 0.026387
2 7 -6.925638 0.135939 0.018158
2 8 -7.289784 0.143902 0.008182
2 9 -7.364545 0.145980 -0.003089
2 10 -7.124071 0.141422 -0.014799
2 11 -6.570709 0.130206 -0.025845
2 12 -5.737664 0.113168 -0.035237
2 13 -4.680516 0.091673 -0.042372
2 14 -3.464701 0.067214 -0.047075
2 15 -2.155311 0.041170 -0.049466
2 16 -0.811217 0.014710 -0.049822
2 17 0.517266 -0.011218 -0.048466
2 18 1.788636 -0.035854 -0.045716
2 19 2.969587 -0.058598 -0.041861
2 20 4.034194 -0.078988 -0.037164
2 21 4.963162 -0.096682 -0.031858
2 22 5.743150 -0.111450 -0.026154
2 23 6.366125 -0.123161 -0.020236
2 24 6.828686 -0.131771 -0.014266
2 25 7.131411 -0.137306 -0.008381
2 26 7.278244 -0.139855 -0.002695
2 27 7.275981 -0.139557 0.002692
2 28 7.133829 -0.136594 0.007699
2 29 6.863006 -0.131190 0.012258
2 30 6.476292 -0.123595 0.016321
2 31 5.987524 -0.114085 0.019859
2 32 5.411003 -0.102942 0.022866
2 33 4.760910 -0.090444 0.025357
2 34 4.050802 -0.076855 0.027360
2 35 3.293243 -0.062412 0.028917
2 36 2.499630 -0.047329 0.030070
2 37 1.680195 -0.031792 0.030861
2 38 0.844157 -0.015967 0.031322
2 39 0.000000 0.000000 0.015737
3 0 0.000000 0.000000 0.000000
3 1 -1.817311 0.023746 0.067239
3 2 -3.606873 0.047297 0.065614
3 3 -5.337033 0.070401 0.062665
3 4 -6.968370 0.092689 0.058035
3 5 -8.450178 0.113599 0.051260
